"","case","alt","choice","dist","cost","ivt","ovt","freq","income","urban","noalt"
"12161",3440,"air",0,211,129.75,40,85,15,55,2,4
"12162",3440,"bus",0,211,17.85,140,73,18,55,2,4
"12163",3440,"car",0,211,40.09,148,0,0,55,2,4
"12164",3441,"train",1,211,38.9,132,67,5,70,2,4
"12165",3441,"air",0,211,129.75,40,85,15,70,2,4
"12166",3441,"bus",0,211,17.85,140,73,18,70,2,4
"12167",3441,"car",0,211,40.09,148,0,0,70,2,4
"12168",3442,"train",1,211,38.9,132,67,5,70,2,4
"12169",3442,"air",0,211,129.75,40,85,15,70,2,4
"12170",3442,"bus",0,211,17.85,140,73,18,70,2,4
"12171",3442,"car",0,211,40.09,148,0,0,70,2,4
"12172",3443,"train",0,211,38.9,132,67,5,70,2,4
"12173",3443,"air",0,211,129.75,40,85,15,70,2,4
"12174",3443,"bus",0,211,17.85,140,73,18,70,2,4
"12175",3443,"car",1,211,40.09,148,0,0,70,2,4
"12176",3444,"train",0,211,38.9,132,67,5,55,2,4
"12177",3444,"air",0,211,129.75,40,85,15,55,2,4
"12178",3444,"bus",0,211,17.85,140,73,18,55,2,4
"12179",3444,"car",1,211,40.09,148,0,0,55,2,4
"12180",3445,"train",0,211,38.9,132,67,5,45,2,4
"12181",3445,"air",0,211,129.75,40,85,15,45,2,4
"12182",3445,"bus",0,211,17.85,140,73,18,45,2,4
"12183",3445,"car",1,211,40.09,148,0,0,45,2,4
"12184",3446,"train",0,211,38.9,132,67,5,45,2,4
"12185",3446,"air",0,211,129.75,40,85,15,45,2,4
"12186",3446,"bus",0,211,17.85,140,73,18,45,2,4
"12187",3446,"car",1,211,40.09,148,0,0,45,2,4
"12188",3447,"train",0,218,42.4,132,85,5,70,1,4
"12189",3447,"air",0,218,129.55,40,98,15,70,1,4
"12190",3447,"bus",0,218,17.3,140,75,18,70,1,4
"12191",3447,"car",1,218,41.42,149,0,0,70,1,4
"12192",3448,"train",0,424,64.85,329,65,2,70,1,4
"12193",3448,"air",1,424,148.4,70,73,3,70,1,4
"12194",3448,"bus",0,424,38.01,377,71,14,70,1,4
"12195",3448,"car",0,424,80.56,274,0,0,70,1,4
"12196",3449,"train",0,427,65.4,356,73,2,70,1,4
"12197",3449,"air",1,427,149.4,70,81,3,70,1,4
"12198",3449,"bus",0,427,37.51,377,71,14,70,1,4
"12199",3449,"car",0,427,81.13,278,0,0,70,1,4
"12200",3450,"train",0,186,40.1,113,84,5,70,1,4
"12201",3450,"air",0,186,124.45,40,101,15,70,1,4
"12202",3450,"bus",0,186,16.3,120,75,18,70,1,4
"12203",3450,"car",1,186,35.34,138,0,0,70,1,4
"12204",3451,"train",0,397,65.7,356,77,2,70,0,4
"12205",3451,"air",0,397,153.4,70,101,3,70,0,4
"12206",3451,"bus",0,397,36.51,377,71,14,70,0,4
"12207",3451,"car",1,397,75.43,262,0,0,70,0,4
"12208",3452,"train",0,128,41.2,132,102,5,45,1,4
"12209",3452,"air",0,128,132.35,40,110,15,45,1,4
"12210",3452,"bus",0,128,17.85,140,98,18,45,1,4
"12211",3452,"car",1,128,24.32,99,0,0,45,1,4
"12212",3453,"train",0,128,41.2,132,102,5,45,1,4
"12213",3453,"air",0,128,132.35,40,110,15,45,1,4
"12214",3453,"bus",0,128,17.85,140,98,18,45,1,4
"12215",3453,"car",1,128,24.32,99,0,0,45,1,4
"12216",3454,"train",0,128,42.7,132,117,5,25,1,4
"12217",3454,"air",0,128,133.8,40,115,15,25,1,4
"12218",3454,"bus",0,128,18.3,140,110,18,25,1,4
"12219",3454,"car",1,128,24.32,99,0,0,25,1,4
"12220",3455,"train",0,133,44.2,132,120,5,35,1,4
"12221",3455,"air",0,133,135.4,40,125,15,35,1,4
"12222",3455,"bus",0,133,19.3,140,115,18,35,1,4
"12223",3455,"car",1,133,25.27,106,0,0,35,1,4
"12224",3456,"train",0,133,44.2,132,120,5,15,1,4
"12225",3456,"air",0,133,135.4,40,125,15,15,1,4
"12226",3456,"bus",0,133,19.3,140,115,18,15,1,4
"12227",3456,"car",1,133,25.27,106,0,0,15,1,4
"12228",3457,"train",0,107,47.2,132,180,5,5,0,4
"12229",3457,"air",0,107,135.8,40,145,15,5,0,4
"12230",3457,"bus",0,107,17.8,120,105,18,5,0,4
"12231",3457,"car",1,107,20.33,85,0,0,5,0,4
"12232",3458,"train",0,166,51.2,132,140,5,45,0,4
"12233",3458,"air",0,166,135.8,40,140,15,45,0,4
"12234",3458,"bus",0,166,17.8,140,125,18,45,0,4
"12235",3458,"car",1,166,31.54,150,0,0,45,0,4
"12236",3459,"train",0,195,46.2,132,150,5,45,0,4
"12237",3459,"air",0,195,132.4,40,145,15,45,0,4
"12238",3459,"bus",0,195,18.8,140,135,18,45,0,4
"12239",3459,"car",1,195,37.05,143,0,0,45,0,4
"12240",3460,"train",0,435,72.4,356,140,2,35,0,4
"12241",3460,"air",0,435,160,70,140,3,35,0,4
"12242",3460,"bus",0,435,40.76,377,125,14,35,0,4
"12243",3460,"car",1,435,82.65,291,0,0,35,0,4
"12244",3461,"train",0,211,49.65,132,90,5,70,0,4
"12245",3461,"air",0,211,130.2,40,97,15,70,0,4
"12246",3461,"bus",0,211,16.8,140,75,18,70,0,4
"12247",3461,"car",1,211,40.09,148,0,0,70,0,4
"12248",3462,"train",1,211,41.1,113,85,5,15,1,4
"12249",3462,"air",0,211,125.45,40,86,15,15,1,4
"12250",3462,"bus",0,211,16.3,120,70,18,15,1,4
"12251",3462,"car",0,211,40.09,148,0,0,15,1,4
"12252",3463,"train",0,211,41.1,113,85,5,70,1,4
"12253",3463,"air",0,211,125.45,40,86,15,70,1,4
"12254",3463,"bus",0,211,16.3,120,70,18,70,1,4
"12255",3463,"car",1,211,40.09,148,0,0,70,1,4
"12256",3464,"train",0,211,41.1,113,85,5,45,1,4
"12257",3464,"air",0,211,125.45,40,86,15,45,1,4
"12258",3464,"bus",0,211,16.3,120,70,18,45,1,4
"12259",3464,"car",1,211,40.09,148,0,0,45,1,4
"12260",3465,"train",0,211,41.1,113,85,5,55,1,4
"12261",3465,"air",0,211,125.45,40,86,15,55,1,4
"12262",3465,"bus",0,211,16.3,120,70,18,55,1,4
"12263",3465,"car",1,211,40.09,148,0,0,55,1,4
"12264",3466,"train",0,211,41.1,113,85,5,55,1,4
"12265",3466,"air",0,211,125.45,40,86,15,55,1,4
"12266",3466,"bus",0,211,16.3,120,70,18,55,1,4
"12267",3466,"car",1,211,40.09,148,0,0,55,1,4
"12268",3467,"train",0,211,41.1,113,85,5,45,1,4
"12269",3467,"air",0,211,125.45,40,86,15,45,1,4
"12270",3467,"bus",0,211,16.3,120,70,18,45,1,4
"12271",3467,"car",1,211,40.09,148,0,0,45,1,4
"12272",3468,"train",0,211,41.1,113,85,5,70,1,4
"12273",3468,"air",0,211,125.45,40,86,15,70,1,4
"12274",3468,"bus",0,211,16.3,120,70,18,70,1,4
"12275",3468,"car",1,211,40.09,148,0,0,70,1,4
"12276",3469,"train",0,211,41.1,113,85,5,55,1,4
"12277",3469,"air",0,211,125.45,40,86,15,55,1,4
"12278",3469,"bus",0,211,16.3,120,70,18,55,1,4
"12279",3469,"car",1,211,40.09,148,0,0,55,1,4
"12280",3470,"train",0,211,41.1,113,85,5,45,1,4
"12281",3470,"air",0,211,125.45,40,86,15,45,1,4
"12282",3470,"bus",0,211,16.3,120,70,18,45,1,4
"12283",3470,"car",1,211,40.09,148,0,0,45,1,4
"12284",3471,"train",0,201,42.75,132,85,5,70,1,4
"12285",3471,"air",0,201,128.2,40,90,15,70,1,4
"12286",3471,"bus",0,201,16.7,140,73,18,70,1,4
"12287",3471,"car",1,201,38.19,134,0,0,70,1,4
"12288",3472,"train",0,201,42.75,132,85,5,70,1,4
"12289",3472,"air",0,201,128.2,40,90,15,70,1,4
"12290",3472,"bus",0,201,16.7,140,73,18,70,1,4
"12291",3472,"car",1,201,38.19,134,0,0,70,1,4
"12292",3473,"train",0,201,42.75,132,85,5,35,1,4
"12293",3473,"air",0,201,128.2,40,90,15,35,1,4
"12294",3473,"bus",0,201,16.7,140,73,18,35,1,4
"12295",3473,"car",1,201,38.19,134,0,0,35,1,4
"12296",3474,"train",0,201,42.75,132,85,5,55,1,4
"12297",3474,"air",0,201,128.2,40,90,15,55,1,4
"12298",3474,"bus",0,201,16.7,140,73,18,55,1,4
"12299",3474,"car",1,201,38.19,134,0,0,55,1,4
"12300",3475,"train",0,201,42.75,132,85,5,15,1,4
"12301",3475,"air",0,201,128.2,40,90,15,15,1,4
"12302",3475,"bus",0,201,16.7,140,73,18,15,1,4
"12303",3475,"car",1,201,38.19,134,0,0,15,1,4
"12304",3476,"train",0,206,42.2,132,80,5,70,1,4
"12305",3476,"air",0,206,128.85,40,93,15,70,1,4
"12306",3476,"bus",0,206,16.9,140,70,18,70,1,4
"12307",3476,"car",1,206,39.14,141,0,0,70,1,4
"12308",3477,"train",0,206,42.2,132,80,5,55,1,4
"12309",3477,"air",0,206,128.85,40,93,15,55,1,4
"12310",3477,"bus",0,206,16.9,140,70,18,55,1,4
"12311",3477,"car",1,206,39.14,141,0,0,55,1,4
"12312",3478,"train",1,206,40.2,132,72,5,45,1,4
"12313",3478,"air",0,206,134.75,40,90,15,45,1,4
"12314",3478,"bus",0,206,16.85,140,68,18,45,1,4
"12315",3478,"car",0,206,39.14,141,0,0,45,1,4
"12316",3479,"train",1,206,40.2,132,72,5,55,1,4
"12317",3479,"air",0,206,134.75,40,90,15,55,1,4
"12318",3479,"bus",0,206,16.85,140,68,18,55,1,4
"12319",3479,"car",0,206,39.14,141,0,0,55,1,4
"12320",3480,"train",0,206,40.2,132,72,5,70,1,4
"12321",3480,"air",1,206,134.75,40,90,15,70,1,4
"12322",3480,"bus",0,206,16.85,140,68,18,70,1,4
"12323",3480,"car",0,206,39.14,141,0,0,70,1,4
"12324",3481,"train",0,206,40.2,132,72,5,15,1,4
"12325",3481,"air",0,206,134.75,40,90,15,15,1,4
"12326",3481,"bus",0,206,16.85,140,68,18,15,1,4
"12327",3481,"car",1,206,39.14,141,0,0,15,1,4
"12328",3482,"train",0,206,40.2,132,72,5,23,1,4
"12329",3482,"air",0,206,134.75,40,90,15,23,1,4
"12330",3482,"bus",0,206,16.85,140,68,18,23,1,4
"12331",3482,"car",1,206,39.14,141,0,0,23,1,4
"12332",3483,"train",0,206,40.2,132,72,5,25,1,4
"12333",3483,"air",0,206,134.75,40,90,15,25,1,4
"12334",3483,"bus",0,206,16.85,140,68,18,25,1,4
"12335",3483,"car",1,206,39.14,141,0,0,25,1,4
"12336",3484,"train",0,206,41.2,132,85,5,35,1,4
"12337",3484,"air",0,206,135.3,40,100,15,35,1,4
"12338",3484,"bus",0,206,17.6,140,75,18,35,1,4
"12339",3484,"car",1,206,39.14,141,0,0,35,1,4
"12340",3485,"train",0,206,41.2,132,85,5,70,1,4
"12341",3485,"air",0,206,135.3,40,100,15,70,1,4
"12342",3485,"bus",0,206,17.6,140,75,18,70,1,4
"12343",3485,"car",1,206,39.14,141,0,0,70,1,4
"12344",3486,"train",0,206,41.7,132,87,5,55,1,4
"12345",3486,"air",0,206,136.2,40,95,15,55,1,4
"12346",3486,"bus",0,206,17.3,140,80,18,55,1,4
"12347",3486,"car",1,206,39.14,141,0,0,55,1,4
"12348",3487,"train",0,211,43.2,132,90,5,70,1,4
"12349",3487,"air",0,211,137.8,40,105,15,70,1,4
"12350",3487,"bus",0,211,18.3,140,85,18,70,1,4
"12351",3487,"car",1,211,40.09,148,0,0,70,1,4
"12352",3488,"train",0,211,43.2,132,90,5,25,1,4
"12353",3488,"air",0,211,137.8,40,105,15,25,1,4
"12354",3488,"bus",0,211,18.3,140,85,18,25,1,4
"12355",3488,"car",1,211,40.09,148,0,0,25,1,4
"12356",3489,"train",0,211,43.2,132,90,5,70,1,4
"12357",3489,"air",0,211,137.8,40,105,15,70,1,4
"12358",3489,"bus",0,211,18.3,140,85,18,70,1,4
"12359",3489,"car",1,211,40.09,148,0,0,70,1,4
"12360",3490,"train",0,157,46.2,132,150,5,35,0,4
"12361",3490,"air",0,157,138.2,40,125,15,35,0,4
"12362",3490,"bus",0,157,16.8,120,75,18,35,0,4
"12363",3490,"car",1,157,29.83,117,0,0,35,0,4
"12364",3491,"train",0,157,46.2,132,150,5,45,0,4
"12365",3491,"air",0,157,138.2,40,125,15,45,0,4
"12366",3491,"bus",0,157,16.8,120,75,18,45,0,4
"12367",3491,"car",1,157,29.83,117,0,0,45,0,4
"12368",3492,"train",1,220,42.2,132,90,5,70,0,4
"12369",3492,"air",0,220,134.2,40,99,15,70,0,4
"12370",3492,"bus",0,220,18.8,140,85,18,70,0,4
"12371",3492,"car",0,220,41.8,148,0,0,70,0,4
"12372",3493,"train",0,220,42.2,132,90,5,55,0,4
"12373",3493,"air",0,220,134.2,40,99,15,55,0,4
"12374",3493,"bus",0,220,18.8,140,85,18,55,0,4
"12375",3493,"car",1,220,41.8,148,0,0,55,0,4
"12376",3494,"train",0,220,42.2,132,90,5,35,0,4
"12377",3494,"air",0,220,134.2,40,99,15,35,0,4
"12378",3494,"bus",0,220,18.8,140,85,18,35,0,4
"12379",3494,"car",1,220,41.8,148,0,0,35,0,4
"12380",3495,"train",1,213,43.7,132,90,5,70,0,4
"12381",3495,"air",0,213,134.55,40,103,15,70,0,4
"12382",3495,"bus",0,213,16.3,140,70,18,70,0,4
"12383",3495,"car",0,213,40.47,142,0,0,70,0,4
"12384",3496,"train",0,213,43.7,132,90,5,45,0,4
"12385",3496,"air",0,213,134.55,40,103,15,45,0,4
"12386",3496,"bus",0,213,16.3,140,70,18,45,0,4
"12387",3496,"car",1,213,40.47,142,0,0,45,0,4
"12388",3497,"train",0,213,43.7,132,90,5,70,0,4
"12389",3497,"air",0,213,134.55,40,103,15,70,0,4
"12390",3497,"bus",0,213,16.3,140,70,18,70,0,4
"12391",3497,"car",1,213,40.47,142,0,0,70,0,4
"12392",3498,"train",0,213,43.7,132,90,5,70,0,4
"12393",3498,"air",0,213,134.55,40,103,15,70,0,4
"12394",3498,"bus",0,213,16.3,140,70,18,70,0,4
"12395",3498,"car",1,213,40.47,142,0,0,70,0,4
"12396",3499,"train",0,213,43.7,132,90,5,55,0,4
"12397",3499,"air",0,213,134.55,40,103,15,55,0,4
"12398",3499,"bus",0,213,16.3,140,70,18,55,0,4
"12399",3499,"car",1,213,40.47,142,0,0,55,0,4
"12400",3500,"train",0,213,43.7,132,90,5,55,0,4
"12401",3500,"air",0,213,134.55,40,103,15,55,0,4
"12402",3500,"bus",0,213,16.3,140,70,18,55,0,4
"12403",3500,"car",1,213,40.47,142,0,0,55,0,4
"12404",3501,"train",0,213,43.7,132,90,5,5,0,4
"12405",3501,"air",0,213,134.55,40,103,15,5,0,4
"12406",3501,"bus",0,213,16.3,140,70,18,5,0,4
"12407",3501,"car",1,213,40.47,142,0,0,5,0,4
"12408",3502,"train",0,213,43.7,132,90,5,70,0,4
"12409",3502,"air",0,213,134.55,40,103,15,70,0,4
"12410",3502,"bus",0,213,16.3,140,70,18,70,0,4
"12411",3502,"car",1,213,40.47,142,0,0,70,0,4
"12412",3503,"train",0,273,44.2,132,99,5,35,0,4
"12413",3503,"air",0,273,129.5,40,95,15,35,0,4
"12414",3503,"bus",0,273,16.8,140,90,18,35,0,4
"12415",3503,"car",1,273,51.87,185,0,0,35,0,4
"12416",3504,"train",0,273,44.2,132,99,5,70,0,4
"12417",3504,"air",0,273,129.5,40,95,15,70,0,4
"12418",3504,"bus",0,273,16.8,140,90,18,70,0,4
"12419",3504,"car",1,273,51.87,185,0,0,70,0,4
"12420",3505,"train",0,157,42.85,113,88,5,35,0,4
"12421",3505,"air",0,157,132,40,98,15,35,0,4
"12422",3505,"bus",0,157,16.8,120,80,18,35,0,4
"12423",3505,"car",1,157,29.83,108,0,0,35,0,4
"12424",3506,"train",0,183,45.2,113,105,5,15,0,4
"12425",3506,"air",0,183,138.2,40,110,15,15,0,4
"12426",3506,"bus",0,183,16.8,120,90,18,15,0,4
"12427",3506,"car",1,183,34.77,130,0,0,15,0,4
"12428",3507,"train",0,244,44.2,132,112,5,23,0,4
"12429",3507,"air",0,244,138.2,40,120,15,23,0,4
"12430",3507,"bus",0,244,16.8,140,95,18,23,0,4
"12431",3507,"car",1,244,46.36,167,0,0,23,0,4
"12432",3508,"train",0,328,58.2,380,70,2,15,0,3
"12433",3508,"air",0,328,138.2,40,155,15,15,0,3
"12434",3508,"car",1,328,62.32,211,0,0,15,0,3
"12435",3509,"train",0,328,58.2,380,70,2,45,0,3
"12436",3509,"air",0,328,138.2,40,155,15,45,0,3
"12437",3509,"car",1,328,62.32,211,0,0,45,0,3
"12438",3510,"train",1,419,66.15,329,70,2,25,0,4
"12439",3510,"air",0,419,153.4,70,78,3,25,0,4
"12440",3510,"bus",0,419,37.01,377,66,14,25,0,4
"12441",3510,"car",0,419,79.61,267,0,0,25,0,4
"12442",3511,"train",0,419,66.15,329,70,2,45,0,4
"12443",3511,"air",0,419,153.4,70,78,3,45,0,4
"12444",3511,"bus",0,419,37.01,377,66,14,45,0,4
"12445",3511,"car",1,419,79.61,267,0,0,45,0,4
"12446",3512,"train",0,419,66.15,329,70,2,70,0,4
"12447",3512,"air",0,419,153.4,70,78,3,70,0,4
"12448",3512,"bus",0,419,37.01,377,66,14,70,0,4
"12449",3512,"car",1,419,79.61,267,0,0,70,0,4
"12450",3513,"train",0,422,66.7,356,78,2,55,0,4
"12451",3513,"air",1,422,154.4,70,86,3,55,0,4
"12452",3513,"bus",0,422,36.51,377,66,14,55,0,4
"12453",3513,"car",0,422,80.18,272,0,0,55,0,4
"12454",3514,"train",0,422,66.7,356,78,2,70,0,4
"12455",3514,"air",1,422,154.4,70,86,3,70,0,4
"12456",3514,"bus",0,422,36.51,377,66,14,70,0,4
"12457",3514,"car",0,422,80.18,272,0,0,70,0,4
"12458",3515,"train",0,422,66.7,356,78,2,45,0,4
"12459",3515,"air",0,422,154.4,70,86,3,45,0,4
"12460",3515,"bus",0,422,36.51,377,66,14,45,0,4
"12461",3515,"car",1,422,80.18,272,0,0,45,0,4
"12462",3516,"train",0,422,66.7,356,78,2,55,0,4
"12463",3516,"air",0,422,154.4,70,86,3,55,0,4
"12464",3516,"bus",0,422,36.51,377,66,14,55,0,4
"12465",3516,"car",1,422,80.18,272,0,0,55,0,4
"12466",3517,"train",0,422,66.7,356,78,2,45,0,4
"12467",3517,"air",0,422,154.4,70,86,3,45,0,4
"12468",3517,"bus",0,422,36.51,377,66,14,45,0,4
"12469",3517,"car",1,422,80.18,272,0,0,45,0,4
"12470",3518,"train",0,428,70.4,356,90,2,45,0,4
"12471",3518,"air",1,428,162.4,70,95,3,45,0,4
"12472",3518,"bus",0,428,36.76,377,75,14,45,0,4
"12473",3518,"car",0,428,81.32,280,0,0,45,0,4
"12474",3519,"train",0,446,70.4,356,90,2,70,0,4
"12475",3519,"air",0,446,150.4,70,78,3,70,0,4
"12476",3519,"bus",0,446,36.76,377,75,14,70,0,4
"12477",3519,"car",1,446,84.74,292,0,0,70,0,4
"12478",3520,"train",0,563,70.4,356,90,2,55,0,4
"12479",3520,"air",0,563,162.4,70,90,3,55,0,4
"12480",3520,"bus",0,563,38.76,377,75,14,55,0,4
"12481",3520,"car",1,563,106.97,388,0,0,55,0,4
"12482",3521,"train",0,277,50.2,132,105,5,70,0,4
"12483",3521,"air",0,277,138.2,40,115,15,70,0,4
"12484",3521,"bus",0,277,17.8,140,95,18,70,0,4
"12485",3521,"car",1,277,52.63,186,0,0,70,0,4
"12486",3522,"train",0,282,52.2,132,115,5,35,0,3
"12487",3522,"air",0,282,138.2,40,120,15,35,0,3
"12488",3522,"car",1,282,53.58,185,0,0,35,0,3
"12489",3523,"train",0,629,72.4,356,130,2,24,0,4
"12490",3523,"air",0,629,162.4,70,90,3,24,0,4
"12491",3523,"bus",0,629,39.76,377,115,14,24,0,4
"12492",3523,"car",1,629,119.51,442,0,0,24,0,4
"12493",3524,"train",0,629,72.4,356,130,2,35,0,4
"12494",3524,"air",0,629,162.4,70,90,3,35,0,4
"12495",3524,"bus",0,629,39.76,377,115,14,35,0,4
"12496",3524,"car",1,629,119.51,442,0,0,35,0,4
"12497",3525,"train",0,629,72.4,356,130,2,70,0,4
"12498",3525,"air",0,629,162.4,70,90,3,70,0,4
"12499",3525,"bus",0,629,39.76,377,115,14,70,0,4
"12500",3525,"car",1,629,119.51,442,0,0,70,0,4
"12501",3526,"train",0,319,42.1,113,115,5,55,1,4
"12502",3526,"air",0,319,125.45,40,116,15,55,1,4
"12503",3526,"bus",0,319,17.3,120,100,18,55,1,4
"12504",3526,"car",1,319,60.61,259,0,0,55,1,4
"12505",3527,"train",0,319,42.1,113,115,5,70,1,4
"12506",3527,"air",0,319,125.45,40,116,15,70,1,4
"12507",3527,"bus",0,319,17.3,120,100,18,70,1,4
"12508",3527,"car",1,319,60.61,259,0,0,70,1,4
"12509",3528,"train",0,319,42.1,113,115,5,70,1,4
"12510",3528,"air",0,319,125.45,40,116,15,70,1,4
"12511",3528,"bus",0,319,17.3,120,100,18,70,1,4
"12512",3528,"car",1,319,60.61,259,0,0,70,1,4
"12513",3529,"train",0,309,43.75,132,115,5,70,1,4
"12514",3529,"air",0,309,128.2,40,120,15,70,1,4
"12515",3529,"bus",0,309,17.7,140,103,18,70,1,4
"12516",3529,"car",1,309,58.71,245,0,0,70,1,4
"12517",3530,"train",0,309,43.75,132,115,5,25,1,4
"12518",3530,"air",0,309,128.2,40,120,15,25,1,4
"12519",3530,"bus",0,309,17.7,140,103,18,25,1,4
"12520",3530,"car",1,309,58.71,245,0,0,25,1,4
"12521",3531,"train",0,309,43.75,132,115,5,70,1,4
"12522",3531,"air",0,309,128.2,40,120,15,70,1,4
"12523",3531,"bus",0,309,17.7,140,103,18,70,1,4
"12524",3531,"car",1,309,58.71,245,0,0,70,1,4
"12525",3532,"train",0,314,41.2,132,102,5,35,1,4
"12526",3532,"air",0,314,134.75,40,120,15,35,1,4
"12527",3532,"bus",0,314,17.85,140,98,18,35,1,4
"12528",3532,"car",1,314,59.66,252,0,0,35,1,4
"12529",3533,"train",0,361,47.2,132,180,5,35,0,4
"12530",3533,"air",0,361,138.2,40,155,15,35,0,4
"12531",3533,"bus",0,361,17.8,120,105,18,35,0,4
"12532",3533,"car",1,361,68.59,285,0,0,35,0,4
"12533",3534,"train",0,361,47.2,132,180,5,70,0,4
"12534",3534,"air",0,361,138.2,40,155,15,70,0,4
"12535",3534,"bus",0,361,17.8,120,105,18,70,0,4
"12536",3534,"car",1,361,68.59,285,0,0,70,0,4
"12537",3535,"train",0,321,44.7,132,120,5,35,0,4
"12538",3535,"air",0,321,134.55,40,133,15,35,0,4
"12539",3535,"bus",0,321,17.3,140,100,18,35,0,4
"12540",3535,"car",1,321,60.99,253,0,0,35,0,4
"12541",3536,"train",0,436,59.2,380,100,2,55,0,3
"12542",3536,"air",0,436,138.2,40,185,15,55,0,3
"12543",3536,"car",1,436,82.84,322,0,0,55,0,3
"12544",3537,"train",0,586,61.4,380,125,2,15,0,3
"12545",3537,"air",0,586,162.4,70,180,3,15,0,3
"12546",3537,"car",1,586,111.34,447,0,0,15,0,3
"12547",3538,"train",0,530,67.7,356,108,2,55,0,4
"12548",3538,"air",0,530,154.4,70,116,3,55,0,4
"12549",3538,"bus",0,530,37.51,377,96,14,55,0,4
"12550",3538,"car",1,530,100.7,383,0,0,55,0,4
"12551",3539,"train",0,390,53.2,132,145,5,45,0,3
"12552",3539,"air",0,390,138.2,40,150,15,45,0,3
"12553",3539,"car",1,390,74.1,296,0,0,45,0,3
"12554",3540,"train",1,737,73.4,356,160,2,5,0,4
"12555",3540,"air",0,737,162.4,70,120,3,5,0,4
"12556",3540,"bus",0,737,40.76,377,145,14,5,0,4
"12557",3540,"car",0,737,140.03,553,0,0,5,0,4
"12558",3541,"train",0,142,38.6,120,90,3,55,0,4
"12559",3541,"air",0,142,155.3,46,180,16,55,0,4
"12560",3541,"bus",0,142,17.06,115,84,8,55,0,4
"12561",3541,"car",1,142,26.98,116,0,0,55,0,4
"12562",3542,"train",0,142,38.6,120,90,3,35,0,4
"12563",3542,"air",0,142,155.3,46,180,16,35,0,4
"12564",3542,"bus",0,142,17.06,115,84,8,35,0,4
"12565",3542,"car",1,142,26.98,116,0,0,35,0,4
"12566",3543,"train",0,142,38.6,120,90,3,35,0,4
"12567",3543,"air",0,142,155.3,46,180,16,35,0,4
"12568",3543,"bus",0,142,17.06,115,84,8,35,0,4
"12569",3543,"car",1,142,26.98,116,0,0,35,0,4
"12570",3544,"train",0,142,38.6,120,90,3,25,0,4
"12571",3544,"air",0,142,155.3,46,180,16,25,0,4
"12572",3544,"bus",0,142,17.06,115,84,8,25,0,4
"12573",3544,"car",1,142,26.98,116,0,0,25,0,4
"12574",3545,"train",0,142,38.6,120,90,3,45,0,4
"12575",3545,"air",0,142,155.3,46,180,16,45,0,4
"12576",3545,"bus",0,142,17.06,115,84,8,45,0,4
"12577",3545,"car",1,142,26.98,116,0,0,45,0,4
"12578",3546,"train",0,301,56.6,193,110,3,45,0,4
"12579",3546,"air",0,301,143.3,46,103,16,45,0,4
"12580",3546,"bus",0,301,25.96,186,100,24,45,0,4
"12581",3546,"car",1,301,57.19,249,0,0,45,0,4
"12582",3547,"train",0,313,43.8,120,150,3,35,0,4
"12583",3547,"air",0,313,155.3,46,155,16,35,0,4
"12584",3547,"bus",0,313,18.36,115,105,8,35,0,4
"12585",3547,"car",1,313,59.47,238,0,0,35,0,4
"12586",3548,"train",0,112,31.4,42,79,2,70,0,2
"12587",3548,"car",1,112,21.28,88,0,0,70,0,2
"12588",3549,"train",0,209,38.6,120,83,3,45,0,4
"12589",3549,"air",0,209,155.3,46,175,16,45,0,4
"12590",3549,"bus",0,209,15.06,115,79,8,45,0,4
"12591",3549,"car",1,209,39.71,146,0,0,45,0,4
"12592",3550,"train",0,209,38.6,120,83,3,70,0,4
"12593",3550,"air",0,209,155.3,46,175,16,70,0,4
"12594",3550,"bus",0,209,15.06,115,79,8,70,0,4
"12595",3550,"car",1,209,39.71,146,0,0,70,0,4
"12596",3551,"train",0,209,38.6,120,83,3,45,0,4
"12597",3551,"air",0,209,155.3,46,175,16,45,0,4
"12598",3551,"bus",0,209,15.06,115,79,8,45,0,4
"12599",3551,"car",1,209,39.71,146,0,0,45,0,4
"12600",3552,"train",0,209,38.6,120,83,3,35,0,4
"12601",3552,"air",0,209,155.3,46,175,16,35,0,4
"12602",3552,"bus",0,209,15.06,115,79,8,35,0,4
"12603",3552,"car",1,209,39.71,146,0,0,35,0,4
"12604",3553,"train",0,282,48.6,170,88,3,55,0,4
"12605",3553,"air",0,282,145.3,46,98,16,55,0,4
"12606",3553,"bus",0,282,26.96,186,100,24,55,0,4
"12607",3553,"car",1,282,53.58,207,0,0,55,0,4
"12608",3554,"train",0,282,48.6,170,88,3,45,0,4
"12609",3554,"air",0,282,145.3,46,98,16,45,0,4
"12610",3554,"bus",0,282,26.96,186,100,24,45,0,4
"12611",3554,"car",1,282,53.58,207,0,0,45,0,4
"12612",3555,"train",0,282,48.6,170,88,3,45,0,4
"12613",3555,"air",0,282,145.3,46,98,16,45,0,4
"12614",3555,"bus",0,282,26.96,186,100,24,45,0,4
"12615",3555,"car",1,282,53.58,207,0,0,45,0,4
"12616",3556,"train",0,300,52.35,166,83,3,55,0,4
"12617",3556,"air",0,300,146.3,46,98,16,55,0,4
"12618",3556,"bus",1,300,24.21,186,86,24,55,0,4
"12619",3556,"car",0,300,57,203,0,0,55,0,4
"12620",3557,"train",0,300,52.35,166,83,3,55,0,4
"12621",3557,"air",0,300,146.3,46,98,16,55,0,4
