choice,college,hsg2,coml5,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6,station1,station2,station3,station4,station5,station6
choice3,1.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,8.4371306,8.4371306,5.4593198,5.4593198,6.4519234,6.4519234,125.0,125.0,400.0,400.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.6,0.6,0.75,0.75,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,0.7,0.7
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.3109468,3.3109468,3.586859,3.586859,4.1386835,4.1386835,125.0,125.0,300.0,300.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,0.7,0.7
choice5,1.0,1.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.3230888,3.3230888,3.8343333,3.8343333,4.0899555,4.0899555,75.0,75.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,140.0,140.0,85.0,85.0,95.0,95.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,1.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.985604,4.985604,5.4604234,5.4604234,4.0359651,4.0359651,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,95.0,95.0,110.0,110.0,140.0,140.0,0.25,0.25,0.6,0.6,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice4,1.0,0.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.0359651,4.0359651,3.0863263,3.0863263,3.5611457,3.5611457,200.0,200.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,2.0,2.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,0.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,300.0,300.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,95.0,95.0,110.0,110.0,140.0,140.0,0.4,0.4,0.75,0.75,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.7,0.7,0.1,0.1,1.0,1.0
choice1,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.0899555,4.0899555,2.8118444,2.8118444,3.3230888,3.3230888,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,95.0,95.0,110.0,110.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice1,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125.0,125.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.4,0.4,0.75,0.75,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.7,0.7,1.0,1.0
choice4,1.0,1.0,0.0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,5.3671598,5.3671598,4.2490015,4.2490015,4.6962648,4.6962648,200.0,200.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,110.0,110.0,140.0,140.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,1.0,1.0
choice3,1.0,1.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,0.1,0.1
choice4,1.0,1.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,75.0,75.0,400.0,400.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,110.0,110.0,140.0,140.0,0.0,0.0,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,1.0,1.0
choice4,1.0,1.0,0.0,stwagon,truck,stwagon,van,stwagon,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.6554734,1.6554734,0.8277367,0.8277367,1.241605,1.241605,200.0,200.0,75.0,75.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,8.0,8.0,0.0,0.0,0.1,0.1,1.0,1.0
choice6,0.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8343333,3.8343333,4.0899555,4.0899555,3.3230888,3.3230888,200.0,200.0,75.0,75.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,6.0,6.0,2.0,2.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,1.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8017382,3.8017382,2.4599482,2.4599482,3.3544749,3.3544749,200.0,200.0,75.0,75.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,85.0,85.0,110.0,110.0,0.0,0.0,0.4,0.4,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,0.7,0.7,1.0,1.0,4.0,4.0,8.0,8.0,4.0,4.0,0.0,0.0,0.7,0.7,1.0,1.0
choice6,0.0,0.0,0.0,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,4.1753448,4.1753448,125.0,125.0,300.0,300.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice2,1.0,0.0,0.0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,0.59872647,0.59872647,0.69851422,0.69851422,0.89808971,0.89808971,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,110.0,110.0,140.0,140.0,85.0,85.0,0.25,0.25,0.6,0.6,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice3,0.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,110.0,110.0,140.0,140.0,85.0,85.0,0.25,0.25,0.6,0.6,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,1.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.4600663,5.4600663,3.5329841,3.5329841,4.8177056,4.8177056,125.0,125.0,300.0,300.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,95.0,95.0,0.0,0.0,0.4,0.4,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,2.0,2.0,0.0,0.0,0.3,0.3,1.0,1.0
choice6,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,2.5247341,2.5247341,2.5247341,2.5247341,1.5148404,1.5148404,125.0,125.0,300.0,300.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,0.7,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.1,0.1,0.3,0.3
choice6,1.0,0.0,0.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,200.0,200.0,75.0,75.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,0.7,0.7
choice1,0.0,1.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,95.0,95.0,110.0,110.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,0.0,1.0,sportcar,sportuv,sportcar,regcar,sportcar,truck,methanol,methanol,electric,electric,gasoline,gasoline,7.0692554,7.0692554,8.8365693,8.8365693,6.3118352,6.3118352,125.0,125.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice6,1.0,0.0,1.0,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.3927834,3.3927834,2.1953304,2.1953304,2.9936324,2.9936324,75.0,75.0,250.0,250.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.4,0.4,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.7,0.7,1.0,1.0,8.0,8.0,2.0,2.0,6.0,6.0,0.0,0.0,0.1,0.1,1.0,1.0
choice4,1.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.9556216,5.9556216,6.4519234,6.4519234,7.9408288,7.9408288,125.0,125.0,300.0,300.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,2.0,2.0,4.0,4.0,8.0,8.0,0.0,0.0,0.7,0.7,1.0,1.0
choice6,1.0,1.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.3671598,5.3671598,3.8017382,3.8017382,4.2490015,4.2490015,125.0,125.0,300.0,300.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.7,0.7,1.0,1.0,2.0,2.0,8.0,8.0,2.0,2.0,0.0,0.0,0.1,0.1,0.3,0.3
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.8068884,5.8068884,4.2920479,4.2920479,4.7969948,4.7969948,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,95.0,95.0,110.0,110.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice3,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.6978331,5.6978331,4.5107845,4.5107845,4.985604,4.985604,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
choice5,1.0,0.0,0.0,stwagon,regcar,stwagon,truck,stwagon,van,methanol,methanol,cng,cng,electric,electric,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,75.0,75.0,250.0,250.0,400.0,400.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.3,0.3,0.7,0.7
choice5,1.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.7754218,6.7754218,7.4106175,7.4106175,5.2932982,5.2932982,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,1.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,95.0,95.0,110.0,110.0,140.0,140.0,0.25,0.25,0.6,0.6,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice3,0.0,1.0,0.0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,6.0700691,6.0700691,4.690508,4.690508,5.2423324,5.2423324,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
choice1,1.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.5994428,3.5994428,4.0229067,4.0229067,4.8698344,4.8698344,200.0,200.0,75.0,75.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,140.0,140.0,95.0,95.0,0.0,0.0,0.25,0.25,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,8.0,8.0,0.0,0.0,0.1,0.1,1.0,1.0
choice1,1.0,0.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,200.0,200.0,75.0,75.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.6,0.6,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,8.0,8.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,1.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,3.8541644,3.8541644,4.1753448,4.1753448,4.8177056,4.8177056,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.4,0.4,0.75,0.75,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice1,1.0,1.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,2.9936324,2.9936324,2.1953304,2.1953304,2.5944814,2.5944814,125.0,125.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice3,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,2.569443,2.569443,3.2118037,3.2118037,1.9270822,1.9270822,125.0,125.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice3,1.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.5329841,3.5329841,1.9270822,1.9270822,2.8906233,2.8906233,125.0,125.0,300.0,300.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.1,0.1,0.75,0.75,2.0,2.0,0.0,0.0,1.0,1.0,0.7,0.7,0.7,0.7,1.0,1.0,4.0,4.0,2.0,2.0,6.0,6.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,2.7772075,2.7772075,3.2821543,3.2821543,3.7871011,3.7871011,75.0,75.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,110.0,110.0,140.0,140.0,85.0,85.0,0.4,0.4,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.3,0.3,0.7,0.7,1.0,1.0
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.6115068,2.6115068,3.0863263,3.0863263,3.5611457,3.5611457,75.0,75.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,95.0,95.0,110.0,110.0,0.1,0.1,0.4,0.4,0.75,0.75,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.1,0.1,0.3,0.3,1.0,1.0
choice2,1.0,1.0,0.0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,5.2230137,5.2230137,4.0359651,4.0359651,4.5107845,4.5107845,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
choice5,1.0,0.0,1.0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,4.8568222,4.8568222,5.879311,5.879311,4.3455777,4.3455777,200.0,200.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,6.0,6.0,0.0,0.0,0.3,0.3,1.0,1.0
choice3,1.0,0.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,8.4371306,8.4371306,5.4593198,5.4593198,6.4519234,6.4519234,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.7673139,1.7673139,2.2722607,2.2722607,2.5247341,2.5247341,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,110.0,110.0,140.0,140.0,85.0,85.0,0.4,0.4,0.75,0.75,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,6.0,6.0,0.0,0.0,0.3,0.3,1.0,1.0
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.1870486,1.1870486,0.71222914,0.71222914,0.83093399,0.83093399,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,95.0,95.0,110.0,110.0,0.1,0.1,0.4,0.4,0.75,0.75,0.0,0.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
